0.0,0.0,0.0,0.0
0.0,0.0,2.0,2048.0
1896.0,0.0,4.2,2048.0
6868.0,0.0,8.2,2048.0
7243.0,0.0,12.4,4096.0
16707.0,0.0,16.0,4096.0
21808.0,4.0,19.6,4096.0
28409.0,0.0,19.8,4096.0
27891.0,0.0,20.0,4096.0
21934.0,0.0,18.6,4096.0
18152.0,0.0,19.4,4096.0
22527.0,0.0,20.0,4096.0
24128.0,0.0,20.0,4096.0
23949.0,0.0,19.4,4096.0
27501.0,6.0,19.0,4096.0
23358.0,4.0,19.6,4096.0
22862.0,4.0,18.2,4096.0
24368.0,0.0,18.4,4096.0
23143.0,0.0,18.4,4096.0
23802.0,0.0,18.0,4096.0
24112.0,0.0,19.4,4096.0
22532.0,0.0,17.6,4096.0
13980.0,0.0,9.6,2048.0
16380.0,2.0,7.4,2048.0
0.0,0.0,0.0,0.0
